task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
M1,2,job_483,type_1,Terminated,73047,73063,50.0,9.0
M1,7,job_484,type_7,Terminated,73100,73243,350,42.6
M1,1,job_485,type_7,Terminated,73142,73174,50.0,1.0
M2,6,job_485,type_7,Terminated,73142,73154,50.0,13.4
M1,5,job_486,type_2,Terminated,73336,73356,50.0,34.9
M2,1,job_486,type_2,Terminated,73336,73365,100,30.7
M3,9,job_486,type_2,Terminated,73336,73351,100,13.9
M1,1,job_487,type_4,Terminated,73936,73955,250,10.5
M2,5,job_487,type_4,Terminated,73936,73950,100,28.6
M1,1,job_488,type_11,Terminated,74309,74320,50.0,24.8
M1,4,job_489,type_3,Terminated,74317,74331,150,10.9
M2,2,job_489,type_3,Terminated,74317,74340,150,13.0
M3,2,job_489,type_3,Terminated,74317,74330,50.0,13.2
M1,1,job_490,type_6,Terminated,74360,74426,50.0,18.2
M2,3,job_490,type_6,Terminated,74360,74387,50.0,6.2
M3,10,job_490,type_6,Terminated,74360,74378,50.0,3.5
M4,3,job_490,type_6,Terminated,74360,74396,150,11.5
M1,1,job_491,type_10,Terminated,74468,74503,100,30.3
M1,1,job_492,type_7,Terminated,74483,74524,50.0,51.0
M1,3,job_493,type_1,Terminated,74628,74647,100,12.9
M2_1,4,job_493,type_1,Terminated,74647,74665,50.0,7.0
M3_1_1,1,job_493,type_1,Terminated,74647,74657,350,4.3
M4_3,1,job_493,type_1,Terminated,74657,74669,250,2.3
M1,1,job_494,type_9,Terminated,74634,74698,50.0,13.2
M1,5,job_495,type_1,Terminated,74678,74692,450,16.0
M2,1,job_495,type_1,Terminated,74678,74706,50.0,20.6
M1,7,job_496,type_6,Terminated,74758,74819,200,5.3
M1,1,job_497,type_11,Terminated,74866,74878,250,7.3
M2_1,2,job_497,type_11,Terminated,74878,74902,50.0,11.1
M3_1,6,job_497,type_11,Terminated,74878,74895,200,28.3
M4_2,1,job_497,type_11,Terminated,74902,74916,200,14.0
M1,2,job_498,type_11,Terminated,74910,74933,300,5.6
M1,1,job_499,type_11,Terminated,74992,75019,50.0,12.7
M2_1,3,job_499,type_11,Terminated,75019,75036,150,13.2
M1,1,job_500,type_6,Terminated,75040,75052,100,26.2
M2,6,job_500,type_6,Terminated,75040,75050,100,14.3
M3,1,job_500,type_6,Terminated,75040,75189,200,14.3
M4,1,job_500,type_6,Terminated,75040,75051,200,5.3
M1,2,job_501,type_6,Terminated,75067,75077,50.0,10.4
M2,2,job_501,type_6,Terminated,75067,75085,150,14.3
M3,10,job_501,type_6,Terminated,75067,75084,100,28.9
M4,2,job_501,type_6,Terminated,75067,75133,100,22.1
M5,2,job_501,type_6,Terminated,75067,75097,300,8.9
M6,4,job_501,type_6,Terminated,75067,75079,50.0,32.5
M7,4,job_501,type_6,Terminated,75067,75108,250,32.8
M1,5,job_502,type_4,Terminated,75194,75204,100,11.6
M2_1,4,job_502,type_4,Terminated,75204,75222,250,1.8
M3_2,1,job_502,type_4,Terminated,75222,75236,50.0,8.0
M4_1,4,job_502,type_4,Terminated,75204,75218,100,40.7
M5_2,1,job_502,type_4,Terminated,75222,75236,300,19.4
M6_3,2,job_502,type_4,Terminated,75236,75246,50.0,17.3
M7_4_4,1,job_502,type_4,Terminated,75218,75228,200,32.3
M8_1,1,job_502,type_4,Terminated,75204,75220,50.0,15.3
M1,4,job_503,type_11,Terminated,75241,75255,50.0,24.6
M2_1,2,job_503,type_11,Terminated,75255,75269,200,6.8
M3_2,8,job_503,type_11,Terminated,75269,75382,50.0,23.4
M4_1,3,job_503,type_11,Terminated,75255,75265,100,22.6
M5_3,4,job_503,type_11,Terminated,75382,75394,50.0,21.6
M6_1,3,job_503,type_11,Terminated,75255,75274,100,13.7
M1,6,job_504,type_3,Terminated,75270,75292,150,18.8
M2,1,job_504,type_3,Terminated,75270,75280,350,9.8
M3,2,job_504,type_3,Terminated,75270,75296,50.0,34.8
M4,1,job_504,type_3,Terminated,75270,75289,50.0,24.0
M1,1,job_505,type_11,Terminated,75358,75375,200,8.6
M2_1,1,job_505,type_11,Terminated,75375,75385,50.0,36.2
M1,2,job_506,type_2,Terminated,75423,75439,150,1.0
M1,14,job_507,type_8,Terminated,75605,75635,50.0,3.7
M1,1,job_508,type_6,Terminated,75824,75835,50.0,55.6
M1,1,job_509,type_5,Terminated,75832,75875,200,26.8
M1,1,job_510,type_3,Terminated,76011,76033,150,16.4
M1,3,job_511,type_7,Terminated,76051,76215,100,10.7
M1,1,job_512,type_12,Terminated,76126,76276,400,10.0
M2,1,job_512,type_12,Terminated,76126,76788,300,32.2
M3,1,job_512,type_12,Terminated,76126,76274,150,16.1
M1,6,job_513,type_4,Terminated,76307,76318,100,9.4
M1,2,job_514,type_10,Terminated,76557,76610,50.0,25.6
M2,7,job_514,type_10,Terminated,76557,76583,100,14.5
M3,2,job_514,type_10,Terminated,76557,76570,450,4.6
M1,1,job_515,type_2,Terminated,76708,76727,50.0,8.9
M1,2,job_516,type_4,Terminated,76720,76732,50.0,25.4
M1,2,job_517,type_10,Terminated,76734,76798,250,8.3
M1,8,job_518,type_5,Terminated,76737,76759,50.0,10.3
M1,1,job_519,type_10,Terminated,76781,76797,100,18.7
M1,1,job_520,type_1,Terminated,76857,76882,450,26.6
M1,1,job_521,type_4,Terminated,76866,76895,100,8.5
M2,1,job_521,type_4,Terminated,76866,76880,200,14.6
M3,4,job_521,type_4,Terminated,76866,76882,100,26.1
M4,4,job_521,type_4,Terminated,76866,76887,200,59.2
M1,2,job_522,type_10,Terminated,77611,77622,50.0,16.8
M2_1,2,job_522,type_10,Terminated,77622,77640,300,14.9
M3_2,1,job_522,type_10,Terminated,77640,77670,100,22.8
M4_1_1,1,job_522,type_10,Terminated,77622,77675,100,13.3
M5_4,3,job_522,type_10,Terminated,77675,77697,100,15.2
M1,1,job_523,type_8,Terminated,77682,77746,100,12.6
M2,1,job_523,type_8,Terminated,77682,77692,50.0,17.3
M3,4,job_523,type_8,Terminated,77682,77693,200,4.5
M4,2,job_523,type_8,Terminated,77682,77695,200,1.2
M5,1,job_523,type_8,Terminated,77682,77694,300,11.4
M1,3,job_524,type_10,Terminated,77847,77860,350,29.7
M2_1,1,job_524,type_10,Terminated,77860,77904,100,14.5
M3_1,1,job_524,type_10,Terminated,77860,77877,50.0,9.8
M4_3,8,job_524,type_10,Terminated,77877,77915,400,9.3
M5_4,4,job_524,type_10,Terminated,77915,77947,100,27.5
M6_3,1,job_524,type_10,Terminated,77877,78067,250,15.9
M1,1,job_525,type_7,Terminated,78189,78206,50.0,3.7
M1,1,job_526,type_2,Terminated,78246,78266,250,22.0
M2,1,job_526,type_2,Terminated,78246,78259,150,51.1
M1,2,job_527,type_6,Terminated,78287,78297,50.0,18.2
M2_1,1,job_527,type_6,Terminated,78297,78399,50.0,9.4
M3_2,1,job_527,type_6,Terminated,78399,78460,350,5.2
M1,1,job_528,type_6,Terminated,78431,78443,100,13.1
M1,3,job_529,type_7,Terminated,78450,78461,300,7.0
M1,1,job_530,type_1,Terminated,78504,78522,50.0,32.8
M1,2,job_531,type_8,Terminated,78510,78526,50.0,27.4
M1,1,job_532,type_10,Terminated,78525,78535,100,12.0
M1,2,job_533,type_1,Terminated,78563,78591,350,5.7
M2,1,job_533,type_1,Terminated,78563,78611,100,15.7
M3,4,job_533,type_1,Terminated,78563,78581,150,22.2
M1,4,job_534,type_11,Terminated,78603,78809,450,58.1
M2,7,job_534,type_11,Terminated,78603,78614,200,19.3
M3,4,job_534,type_11,Terminated,78603,78618,100,29.7
M4,1,job_534,type_11,Terminated,78603,78616,150,5.9
M5,2,job_534,type_11,Terminated,78603,78630,500,14.0
M1,1,job_535,type_8,Terminated,78818,78831,100,7.1
M1,11,job_536,type_8,Terminated,78845,78910,50.0,10.6
M1,2,job_537,type_11,Terminated,78922,78945,200,30.7
M2,3,job_537,type_11,Terminated,78922,78942,200,44.2
M1,1,job_538,type_1,Terminated,78956,78970,200,12.2
M2,4,job_538,type_1,Terminated,78956,78977,100,10.3
M1,1,job_539,type_2,Terminated,79023,79064,50.0,17.1
M2_1,1,job_539,type_2,Terminated,79064,79082,200,14.4
M3_1,1,job_539,type_2,Terminated,79064,79084,50.0,18.4
M1,4,job_540,type_11,Terminated,79293,79389,100,30.7
M1,4,job_541,type_6,Terminated,79396,79425,50.0,11.6
M1,3,job_542,type_4,Terminated,79485,79531,200,20.7
M1,1,job_543,type_7,Terminated,79564,79577,250,9.1
M1,1,job_544,type_5,Terminated,79566,79582,100,15.8
M2_1,9,job_544,type_5,Terminated,79582,79602,250,28.1
M1,1,job_545,type_10,Terminated,79664,79683,100,9.5
M1,5,job_546,type_4,Terminated,79765,79790,50.0,24.9
M1,1,job_547,type_1,Terminated,79816,79830,150,63.9
M1,1,job_548,type_12,Terminated,79882,79899,50.0,7.3
M2_1,1,job_548,type_12,Terminated,79899,79912,200,21.4
M3_1,1,job_548,type_12,Terminated,79899,79912,100,33.2
M4_2,1,job_548,type_12,Terminated,79912,79952,50.0,17.8
M1,3,job_549,type_8,Terminated,79977,80006,50.0,56.2
M2_1,1,job_549,type_8,Terminated,80006,80017,750,35.9
M3_1,8,job_549,type_8,Terminated,80006,80018,50.0,26.7
M1,5,job_550,type_7,Terminated,80087,80122,350,25.9
M1,1,job_551,type_8,Terminated,80094,80133,200,6.5
M1,1,job_552,type_11,Terminated,80150,80160,150,23.5
M2,4,job_552,type_11,Terminated,80150,80161,150,32.4
M1,2,job_553,type_9,Terminated,80171,80342,100,5.2
M1,1,job_554,type_8,Terminated,80207,80851,200,14.0
M2,4,job_554,type_8,Terminated,80207,80235,50.0,47.1
M3,1,job_554,type_8,Terminated,80207,80316,100,1.0
M1,1,job_555,type_5,Terminated,80333,80477,50.0,14.5
M1,1,job_556,type_4,Terminated,80687,80701,200,27.1
M1,6,job_557,type_5,Terminated,80731,80746,100,25.8
M2_1,1,job_557,type_5,Terminated,80746,80756,300,21.1
M1,1,job_558,type_11,Terminated,80767,80795,50.0,24.4
M2_1,1,job_558,type_11,Terminated,80795,80807,700,22.9
M1,1,job_559,type_8,Terminated,80797,80842,100,31.8
M2,1,job_559,type_8,Terminated,80797,80808,50.0,17.8
M3,3,job_559,type_8,Terminated,80797,80825,200,30.7
M1,5,job_560,type_11,Terminated,80807,80825,200,20.5
M2,1,job_560,type_11,Terminated,80807,80819,50.0,1.0
M1,1,job_561,type_11,Terminated,80853,81201,200,11.7
M1,1,job_562,type_8,Terminated,80880,80891,300,33.8
M2,2,job_562,type_8,Terminated,80880,80891,100,30.2
M1,2,job_563,type_6,Terminated,80897,80913,150,11.9
M1,1,job_564,type_2,Terminated,80979,81027,100,29.0
M1,7,job_565,type_3,Terminated,81116,81128,50.0,11.9
M2,1,job_565,type_3,Terminated,81116,81126,200,26.5
M3,2,job_565,type_3,Terminated,81116,81155,150,11.6
M1,1,job_566,type_5,Terminated,81185,81214,50.0,21.7
M1,1,job_567,type_4,Terminated,81220,81241,200,14.9
M2_1,1,job_567,type_4,Terminated,81241,81296,300,2.1
M3_2,2,job_567,type_4,Terminated,81296,81343,100,38.2
M4_1,1,job_567,type_4,Terminated,81241,81256,50.0,17.5
M5_1,2,job_567,type_4,Terminated,81241,81290,100,51.0
M1,12,job_568,type_11,Terminated,81497,81522,50.0,16.5
M1,1,job_569,type_5,Terminated,81822,81838,450,45.6
M1,1,job_570,type_4,Terminated,81863,81874,100,44.1
M1,1,job_571,type_3,Terminated,81928,81950,100,9.6
M1,1,job_572,type_10,Terminated,82029,82042,150,3.9
M2,1,job_572,type_10,Terminated,82029,82041,50.0,2.8
M3,1,job_572,type_10,Terminated,82029,82039,50.0,25.5
M4,1,job_572,type_10,Terminated,82029,82044,50.0,23.2
M5,1,job_572,type_10,Terminated,82029,82044,100,12.4
M6,2,job_572,type_10,Terminated,82029,82041,200,26.6
M1,1,job_573,type_2,Terminated,82103,82237,50.0,6.6
M1,2,job_574,type_4,Terminated,82157,82184,200,10.4
M2_1,1,job_574,type_4,Terminated,82184,82194,50.0,41.0
M1,1,job_575,type_6,Terminated,82281,82308,100,27.1
M1,2,job_576,type_6,Terminated,82324,82334,200,7.5
M1,2,job_577,type_1,Terminated,82405,82449,150,11.6
M1,9,job_578,type_4,Terminated,82481,82499,300,42.7
M1,1,job_579,type_12,Terminated,82548,82560,100,8.6
M2,2,job_579,type_12,Terminated,82548,83056,50.0,26.5
M3,9,job_579,type_12,Terminated,82548,82558,100,6.9
M1,1,job_580,type_4,Terminated,82688,82702,200,28.2
M2,1,job_580,type_4,Terminated,82688,82701,100,25.8
M3,11,job_580,type_4,Terminated,82688,82709,200,65.5
M4,1,job_580,type_4,Terminated,82688,82709,50.0,32.1
M1,7,job_581,type_11,Terminated,83040,83050,50.0,12.9
M1,5,job_582,type_6,Terminated,83191,83201,50.0,31.3
M1,1,job_583,type_2,Terminated,83458,83534,150,19.7
M2_1,5,job_583,type_2,Terminated,83534,83546,200,16.6
M3_1,1,job_583,type_2,Terminated,83534,83556,50.0,30.5
M4_2,1,job_583,type_2,Terminated,83546,83556,200,11.3
M1,1,job_584,type_9,Terminated,83479,83492,50.0,6.9
M1,2,job_585,type_8,Terminated,83545,83561,50.0,5.0
M1,7,job_586,type_4,Terminated,83559,83569,50.0,17.0
M1,3,job_587,type_4,Terminated,83620,83631,50.0,40.8
M1,7,job_588,type_11,Terminated,83709,83730,50.0,10.6
M2,2,job_588,type_11,Terminated,83709,83721,50.0,10.3
M3,7,job_588,type_11,Terminated,83709,83720,500,21.2
M4,10,job_588,type_11,Terminated,83709,83755,200,15.8
M1,3,job_589,type_6,Terminated,83747,83758,150,18.2
M2,1,job_589,type_6,Terminated,83747,83775,50.0,13.8
M3,1,job_589,type_6,Terminated,83747,83808,100,22.8
M1,1,job_590,type_7,Terminated,83892,83914,50.0,19.2
M1,1,job_591,type_10,Terminated,83931,83945,200,16.8
M2,2,job_591,type_10,Terminated,83931,83947,50.0,2.4
M3,3,job_591,type_10,Terminated,83931,84015,50.0,5.8
M4,1,job_591,type_10,Terminated,83931,84048,100,42.8
M5,1,job_591,type_10,Terminated,83931,83949,50.0,3.7
M6,1,job_591,type_10,Terminated,83931,83969,350,11.4
M7,1,job_591,type_10,Terminated,83931,83954,100,18.3
M1,4,job_592,type_4,Terminated,84004,84051,100,28.3
M2,2,job_592,type_4,Terminated,84004,84026,200,5.2
M3,1,job_592,type_4,Terminated,84004,84017,250,10.0
M1,2,job_593,type_11,Terminated,84038,84095,50.0,25.1
M2_1,1,job_593,type_11,Terminated,84095,84106,200,1.8
M3_1_1,3,job_593,type_11,Terminated,84095,84106,100,14.2
M1,1,job_594,type_11,Terminated,84082,84134,100,11.0
M1,1,job_595,type_2,Terminated,84454,84473,150,18.0
M2,3,job_595,type_2,Terminated,84454,84470,100,12.1
M3,1,job_595,type_2,Terminated,84454,84464,200,17.4
M4,3,job_595,type_2,Terminated,84454,84467,200,12.2
M5,1,job_595,type_2,Terminated,84454,84469,150,22.9
M1,1,job_596,type_12,Terminated,84606,84623,50.0,5.9
M2_1,2,job_596,type_12,Terminated,84623,84754,50.0,15.0
M3_1,5,job_596,type_12,Terminated,84623,84633,50.0,9.0
M1,1,job_597,type_6,Terminated,84717,84736,1550,31.2
M2,1,job_597,type_6,Terminated,84717,84755,150,22.8
M3,2,job_597,type_6,Terminated,84717,84755,100,25.6
M1,4,job_598,type_5,Terminated,84924,84941,50.0,36.7
M2_1,2,job_598,type_5,Terminated,84941,84951,50.0,7.4
M3_2,1,job_598,type_5,Terminated,84951,84961,50.0,8.1
M4_2,17,job_598,type_5,Terminated,84951,85069,200,1.0
M1,9,job_599,type_2,Terminated,85006,85016,200,7.8
M2,2,job_599,type_2,Terminated,85006,85024,400,8.2
M3,2,job_599,type_2,Terminated,85006,85037,50.0,5.1
M4,3,job_599,type_2,Terminated,85006,85053,100,24.0
M5,1,job_599,type_2,Terminated,85006,85054,450,27.0
M1,2,job_600,type_4,Terminated,85090,85120,350,14.1
M1,2,job_601,type_9,Terminated,85184,85196,350,9.8
M2,3,job_601,type_9,Terminated,85184,85446,250,1.0
M3,5,job_601,type_9,Terminated,85184,85208,350,12.5
M4,6,job_601,type_9,Terminated,85184,85215,50.0,11.4
M1,1,job_602,type_3,Terminated,85360,85370,50.0,16.7
M1,3,job_603,type_12,Terminated,85468,85491,50.0,20.4
M1,2,job_604,type_10,Terminated,85751,85834,150,15.2
M2,2,job_604,type_10,Terminated,85751,85769,50.0,15.6
M3,16,job_604,type_10,Terminated,85751,85767,100,2.0
M1,1,job_605,type_11,Terminated,85753,85773,200,8.3
M1,2,job_606,type_3,Terminated,85768,85787,100,7.3
M1,1,job_607,type_11,Terminated,85819,85834,200,20.9
M2,1,job_607,type_11,Terminated,85819,85830,50.0,43.1
M3,2,job_607,type_11,Terminated,85819,85836,100,5.5
M1,6,job_608,type_5,Terminated,86187,86263,50.0,13.2
M1,1,job_609,type_3,Terminated,86201,86238,50.0,5.0
M1,1,job_610,type_10,Terminated,86239,86250,100,21.0
M1,5,job_611,type_11,Terminated,86310,86321,50.0,14.3
M2,1,job_611,type_11,Terminated,86310,86325,350,31.8
M3,3,job_611,type_11,Terminated,86310,86324,100,7.1
M1,2,job_612,type_3,Terminated,86368,86382,50.0,14.2
M2_1,3,job_612,type_3,Terminated,86382,86401,50.0,19.1
M3_2_2,1,job_612,type_3,Terminated,86401,86479,100,12.7
M4_2,1,job_612,type_3,Terminated,86401,86411,100,28.1
M5_3,2,job_612,type_3,Terminated,86479,86490,100,2.3
M6_2,1,job_612,type_3,Terminated,86401,86442,200,3.2
M7_2,2,job_612,type_3,Terminated,86401,86482,50.0,26.0
M8_7,1,job_612,type_3,Terminated,86482,86506,50.0,1.8
M1,2,job_613,type_8,Terminated,86509,86520,50.0,71.4
M2_1,3,job_613,type_8,Terminated,86520,86533,100,41.2
M3_2,1,job_613,type_8,Terminated,86533,86580,50.0,16.7
M1,3,job_614,type_7,Terminated,86607,86619,150,53.4
M2,5,job_614,type_7,Terminated,86607,86626,50.0,7.3
M3,2,job_614,type_7,Terminated,86607,86623,200,33.3
M4,6,job_614,type_7,Terminated,86607,86622,150,36.3
M1,1,job_615,type_1,Terminated,86697,86707,100,31.7
M2_1,2,job_615,type_1,Terminated,86707,86717,50.0,33.0
M3_2,5,job_615,type_1,Terminated,86717,86727,150,25.6
M1,6,job_616,type_8,Terminated,86724,86750,100,8.6
M2_1,1,job_616,type_8,Terminated,86750,86772,50.0,14.6
M1,1,job_617,type_11,Terminated,86782,86837,150,1.0
M1,1,job_618,type_2,Terminated,86804,86817,100,5.3
M1,1,job_619,type_4,Terminated,86840,86850,50.0,37.2
M1,2,job_620,type_2,Terminated,87099,87128,150,1.0
M1,3,job_621,type_1,Terminated,87129,87139,50.0,30.5
M1,13,job_622,type_1,Terminated,87237,87259,100,39.5
M2_1,4,job_622,type_1,Terminated,87259,87271,100,19.3
M3_2,1,job_622,type_1,Terminated,87271,87287,50.0,16.2
M4_3,1,job_622,type_1,Terminated,87287,87318,100,38.6
M5_4,6,job_622,type_1,Terminated,87318,87334,50.0,16.0
M6_3,2,job_622,type_1,Terminated,87287,87300,250,11.8
M7_5,2,job_622,type_1,Terminated,87334,87349,150,14.2
M8_5,1,job_622,type_1,Terminated,87334,87350,200,9.8
M1,1,job_623,type_3,Terminated,87611,87686,150,10.2
M1,1,job_624,type_9,Terminated,87905,87918,50.0,15.9
M1,1,job_625,type_4,Terminated,87938,87948,100,25.9
M2_1,4,job_625,type_4,Terminated,87948,87958,150,13.8
M3_2_1,5,job_625,type_4,Terminated,87958,88018,50.0,7.9
M4_1,1,job_625,type_4,Terminated,87948,87960,150,4.7
M1,1,job_626,type_12,Terminated,88058,88075,50.0,5.7
M1,12,job_627,type_9,Terminated,88113,88152,150,17.0
M2,1,job_627,type_9,Terminated,88113,88221,100,10.1
M3,1,job_627,type_9,Terminated,88113,88129,250,25.1
M4,1,job_627,type_9,Terminated,88113,88123,50.0,13.8
M5,1,job_627,type_9,Terminated,88113,88192,250,31.9
M6,3,job_627,type_9,Terminated,88113,88178,250,28.9
M1,5,job_628,type_9,Terminated,88175,88190,50.0,15.1
M2_1,7,job_628,type_9,Terminated,88190,88217,100,3.6
M1,1,job_629,type_12,Terminated,88363,88376,250,35.5
M2,1,job_629,type_12,Terminated,88363,88376,50.0,23.8
M3,1,job_629,type_12,Terminated,88363,88436,100,17.1
M4,1,job_629,type_12,Terminated,88363,88419,250,20.5
M5,1,job_629,type_12,Terminated,88363,88380,300,7.6
M6,5,job_629,type_12,Terminated,88363,88390,50.0,25.1
M1,1,job_630,type_5,Terminated,88454,88464,50.0,21.1
M1,1,job_631,type_11,Terminated,88480,88490,150,6.2
M2,7,job_631,type_11,Terminated,88480,88491,200,13.8
M3,2,job_631,type_11,Terminated,88480,88539,50.0,6.8
M4,1,job_631,type_11,Terminated,88480,88533,150,6.1
M1,6,job_632,type_8,Terminated,88553,88664,100,25.0
M1,4,job_633,type_9,Terminated,88558,88569,400,16.3
M1,3,job_634,type_8,Terminated,88678,88863,50.0,9.6
M2,9,job_634,type_8,Terminated,88678,88718,200,27.4
M3,4,job_634,type_8,Terminated,88678,88695,100,10.0
M1,1,job_635,type_12,Terminated,88819,88835,50.0,11.1
M2_1,7,job_635,type_12,Terminated,88835,89025,50.0,16.5
M3_1,1,job_635,type_12,Terminated,88835,88855,50.0,17.0
M1,3,job_636,type_8,Terminated,89146,89195,550,12.1
M2,1,job_636,type_8,Terminated,89146,89310,150,19.1
M3,2,job_636,type_8,Terminated,89146,89157,50.0,37.4
M4,5,job_636,type_8,Terminated,89146,89162,150,21.4
M5,1,job_636,type_8,Terminated,89146,89250,100,54.6
M1,1,job_637,type_10,Terminated,89204,89214,150,18.4
M2,1,job_637,type_10,Terminated,89204,89214,200,26.7
M3,4,job_637,type_10,Terminated,89204,89223,150,28.1
M4,18,job_637,type_10,Terminated,89204,89249,150,3.6
M1,1,job_638,type_4,Terminated,89431,89453,50.0,23.4
M1,6,job_639,type_8,Terminated,89512,89526,50.0,13.1
M2,1,job_639,type_8,Terminated,89512,89534,200,30.7
M1,6,job_640,type_8,Terminated,89868,89881,50.0,4.8
M1,1,job_641,type_12,Terminated,90072,90082,700,24.0
M2,2,job_641,type_12,Terminated,90072,90082,50.0,6.3
M3,1,job_641,type_12,Terminated,90072,90084,150,16.6
M4,2,job_641,type_12,Terminated,90072,90082,50.0,41.5
M1,1,job_642,type_3,Terminated,90360,90388,150,13.1
M2_1,5,job_642,type_3,Terminated,90388,90401,450,17.8
M3_1,5,job_642,type_3,Terminated,90388,90401,50.0,8.8
M1,1,job_643,type_1,Terminated,90873,90911,50.0,33.0
M1,1,job_644,type_12,Terminated,90990,91001,100,32.6
M1,4,job_645,type_4,Terminated,91316,91343,50.0,6.0
M1,1,job_646,type_9,Terminated,91328,91338,50.0,2.2
M1,1,job_647,type_7,Terminated,91386,91396,50.0,4.6
M2_1,1,job_647,type_7,Terminated,91396,91412,100,10.5
M1,5,job_648,type_3,Terminated,91406,91464,50.0,19.4
M1,1,job_649,type_2,Terminated,91555,91570,100,4.8
M2_1,9,job_649,type_2,Terminated,91570,91580,200,4.2
M3_1,3,job_649,type_2,Terminated,91570,91580,50.0,5.8
M4_3,1,job_649,type_2,Terminated,91580,91609,150,1.9
M5_4,1,job_649,type_2,Terminated,91609,91619,400,38.8
M6_3,1,job_649,type_2,Terminated,91580,91601,100,38.5
M1,10,job_650,type_7,Terminated,91690,91708,50.0,29.7
M2,1,job_650,type_7,Terminated,91690,91702,200,4.6
M3,1,job_650,type_7,Terminated,91690,91703,100,34.5
M4,3,job_650,type_7,Terminated,91690,91702,100,27.7
M5,1,job_650,type_7,Terminated,91690,91709,100,12.7
M6,3,job_650,type_7,Terminated,91690,91703,50.0,34.7
M1,6,job_651,type_2,Terminated,92042,92061,450,15.9
M1,1,job_652,type_4,Terminated,92051,92061,50.0,33.8
M1,1,job_653,type_5,Terminated,92070,92082,50.0,13.5
M2,4,job_653,type_5,Terminated,92070,92133,100,11.1
M1,1,job_654,type_10,Terminated,92107,92117,50.0,15.1
M1,1,job_655,type_8,Terminated,92136,92150,200,18.0
M1,5,job_656,type_2,Terminated,92305,92327,150,24.4
M1,1,job_657,type_7,Terminated,92418,92504,100,17.8
M2,8,job_657,type_7,Terminated,92418,92431,1550,25.3
M3,4,job_657,type_7,Terminated,92418,92438,50.0,14.2
M4,3,job_657,type_7,Terminated,92418,92429,100,5.0
M5,4,job_657,type_7,Terminated,92418,92444,100,8.1
M6,3,job_657,type_7,Terminated,92418,92436,100,37.8
M7,3,job_657,type_7,Terminated,92418,92434,50.0,55.2
M8,11,job_657,type_7,Terminated,92418,92490,50.0,55.7
M1,1,job_658,type_1,Terminated,92430,92440,50.0,19.1
M1,2,job_659,type_5,Terminated,92479,92518,150,44.8
M2,7,job_659,type_5,Terminated,92479,92492,400,15.7
M3,1,job_659,type_5,Terminated,92479,92523,200,24.0
M4,11,job_659,type_5,Terminated,92479,92526,100,29.9
M1,1,job_660,type_3,Terminated,92694,92714,250,5.5
M1,1,job_661,type_5,Terminated,92730,92772,100,24.1
M2_1,1,job_661,type_5,Terminated,92772,92782,250,8.7
M1,8,job_662,type_8,Terminated,92966,92982,50.0,7.7
M1,1,job_663,type_2,Terminated,93057,93070,200,17.6
M2_1,1,job_663,type_2,Terminated,93070,93093,50.0,4.5
M3_2,1,job_663,type_2,Terminated,93093,93112,50.0,28.1
M1,1,job_664,type_11,Terminated,93071,93081,50.0,13.6
M1,6,job_665,type_2,Terminated,93202,93264,100,21.8
M1,8,job_666,type_10,Terminated,93253,93263,50.0,30.8
M1,3,job_667,type_7,Terminated,93314,93347,2950,27.0
M1,4,job_668,type_8,Terminated,93418,93446,50.0,17.8
M1,1,job_669,type_4,Terminated,93642,93653,50.0,1.0
M1,1,job_670,type_4,Terminated,93706,93886,350,33.8
M1,2,job_671,type_3,Terminated,93712,93740,50.0,15.6
M1,2,job_672,type_4,Terminated,93779,93995,50.0,10.8
M1,3,job_673,type_12,Terminated,93795,93829,100,26.5
M1,1,job_674,type_9,Terminated,93865,93877,100,25.5
M2,1,job_674,type_9,Terminated,93865,93878,150,19.9
M1,3,job_675,type_5,Terminated,93887,93913,50.0,20.8
M2,2,job_675,type_5,Terminated,93887,93900,50.0,47.2
M1,3,job_676,type_3,Terminated,93896,95624,400,7.4
M1,1,job_677,type_5,Terminated,94053,94074,150,13.2
M1,4,job_678,type_4,Terminated,94122,94136,100,32.9
M1,7,job_679,type_8,Terminated,94128,94158,100,23.6
M1,1,job_680,type_4,Terminated,94463,94474,50.0,30.3
M1,1,job_681,type_6,Terminated,94468,94479,150,30.4
M2_1,1,job_681,type_6,Terminated,94479,94506,50.0,14.6
M3_1,1,job_681,type_6,Terminated,94479,94496,300,12.3
M1,1,job_682,type_3,Terminated,94734,94764,50.0,1.8
M1,1,job_683,type_12,Terminated,94993,95011,100,3.3
M2_1,1,job_683,type_12,Terminated,95011,95074,200,39.7
M3_1,2,job_683,type_12,Terminated,95011,95025,250,12.2
M4_2,8,job_683,type_12,Terminated,95074,95093,100,31.8
M5_1,6,job_683,type_12,Terminated,95011,95037,50.0,18.0
M1,2,job_684,type_2,Terminated,95280,95293,50.0,14.6
M1,1,job_685,type_12,Terminated,95751,95902,1000,15.0
M1,1,job_686,type_9,Terminated,96094,96109,50.0,3.5
M2_1,1,job_686,type_9,Terminated,96109,96132,100,14.2
M3_1,1,job_686,type_9,Terminated,96109,96119,150,33.1
M4_3,1,job_686,type_9,Terminated,96119,96129,50.0,15.6
M5_4,3,job_686,type_9,Terminated,96129,96143,50.0,12.0
M6_5,1,job_686,type_9,Terminated,96143,96168,50.0,16.8
